,state,WEBSITE,actlevel,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,season
2797,Wisconsin,Tracking Influenza in Wisconsin,6,Moderate,Mar-14-2009,10,2008-09
2798,Wyoming,Influenza,6,Moderate,Mar-14-2009,10,2008-09
2799,Virginia,Virginia Weekly Influenza Activity Report,6,Moderate,Mar-14-2009,10,2008-09
2800,Oregon,Influenza Disease Surveillance Data,6,Moderate,Mar-14-2009,10,2008-09
2801,North Dakota,Influenza,6,Moderate,Mar-14-2009,10,2008-09
2802,Maryland,Influenza Surveillance,8,High,Mar-14-2009,10,2008-09
2803,New York,"Influenza Activity, Surveillance and Reports",9,High,Mar-14-2009,10,2008-09
2804,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,10,High,Mar-14-2009,10,2008-09
2805,Vermont,Flu Activity,1,Minimal,Mar-21-2009,11,2008-09
2806,Alabama,Influenza Surveillance,1,Minimal,Mar-21-2009,11,2008-09
2807,Alaska,Influenza Surveillance Report,1,Minimal,Mar-21-2009,11,2008-09
2808,Arizona,Influenza & RSV Surveillance,1,Minimal,Mar-21-2009,11,2008-09
2809,California,Influenza (Flu),1,Minimal,Mar-21-2009,11,2008-09
2810,Colorado,Influenza Surveillance,1,Minimal,Mar-21-2009,11,2008-09
2811,Connecticut,Flu Statistics,1,Minimal,Mar-21-2009,11,2008-09
2812,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Mar-21-2009,11,2008-09
2813,Florida,Weekly Influenza Surveillance Reports,1,Minimal,Mar-21-2009,11,2008-09
2814,Hawaii,Hawaii's Influenza Surveillance Program,1,Minimal,Mar-21-2009,11,2008-09
2815,Kansas,Influenza Information,1,Minimal,Mar-21-2009,11,2008-09
2816,Massachusetts,Influenza Surveillance Data,1,Minimal,Mar-21-2009,11,2008-09
2817,Michigan,Influenza Activity and Surveillance,1,Minimal,Mar-21-2009,11,2008-09
2818,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Mar-21-2009,11,2008-09
2819,Missouri,Influenza Data & Statistical Reports ,1,Minimal,Mar-21-2009,11,2008-09
2820,Montana,Influenza: What You Need to Know,1,Minimal,Mar-21-2009,11,2008-09
2821,Nebraska,Weekly Flu Report,1,Minimal,Mar-21-2009,11,2008-09
2822,New Hampshire,Influenza Control and Surveillance,1,Minimal,Mar-21-2009,11,2008-09
2823,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,Mar-21-2009,11,2008-09
2824,New Mexico,Flu in New Mexico,1,Minimal,Mar-21-2009,11,2008-09
2825,Maine,Weekly Surveillance Updates,1,Minimal,Mar-21-2009,11,2008-09
2826,North Carolina,North Carolina Influenza Update,1,Minimal,Mar-21-2009,11,2008-09
2827,Ohio,Influenza Information,1,Minimal,Mar-21-2009,11,2008-09
2828,Rhode Island,Influenza Surveillance,1,Minimal,Mar-21-2009,11,2008-09
2829,South Carolina,Influenza Activity and Surveillance,1,Minimal,Mar-21-2009,11,2008-09
2830,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,Mar-21-2009,11,2008-09
2831,Washington,Influenza Update,1,Minimal,Mar-21-2009,11,2008-09
2832,West Virginia,Current Influenza Surveillance,1,Minimal,Mar-21-2009,11,2008-09
2833,Texas,Influenza Surveillance,2,Minimal,Mar-21-2009,11,2008-09
2834,Utah,Seasonal Influenza Weekly Update,2,Minimal,Mar-21-2009,11,2008-09
2835,Oklahoma,Influenza Information,2,Minimal,Mar-21-2009,11,2008-09
2836,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",2,Minimal,Mar-21-2009,11,2008-09
2837,New York City,Surveillance Data,3,Minimal,Mar-21-2009,11,2008-09
2838,Illinois,Seasonal Influenza Surveillance Reports,3,Minimal,Mar-21-2009,11,2008-09
2839,Arkansas,Communicable Disease and Immunizations,3,Minimal,Mar-21-2009,11,2008-09
2840,Iowa,Iowa Influenza Surveillance Network,3,Minimal,Mar-21-2009,11,2008-09
2841,Louisiana,Influenza,3,Minimal,Mar-21-2009,11,2008-09
2842,Oregon,Influenza Disease Surveillance Data,3,Minimal,Mar-21-2009,11,2008-09
2843,Wisconsin,Tracking Influenza in Wisconsin,3,Minimal,Mar-21-2009,11,2008-09
2844,South Dakota,Influenza Information,4,Low,Mar-21-2009,11,2008-09
2845,Kentucky,Influenza - Flu,4,Low,Mar-21-2009,11,2008-09
2846,Georgia,Weekly Influenza Surveillance in Georgia,4,Low,Mar-21-2009,11,2008-09
2847,Virginia,Virginia Weekly Influenza Activity Report,4,Low,Mar-21-2009,11,2008-09
2848,Idaho,Influenza,5,Low,Mar-21-2009,11,2008-09
2849,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,5,Low,Mar-21-2009,11,2008-09
2850,New York,"Influenza Activity, Surveillance and Reports",5,Low,Mar-21-2009,11,2008-09
2851,Maryland,Influenza Surveillance,5,Low,Mar-21-2009,11,2008-09
2852,North Dakota,Influenza,6,Moderate,Mar-21-2009,11,2008-09
2853,Pennsylvania,Influenza Weekly Report ,6,Moderate,Mar-21-2009,11,2008-09
2854,Wyoming,Influenza,6,Moderate,Mar-21-2009,11,2008-09
2855,Indiana,Influenza in Indiana,6,Moderate,Mar-21-2009,11,2008-09
2856,Wyoming,Influenza,1,Minimal,Mar-28-2009,12,2008-09
2857,Washington,Influenza Update,1,Minimal,Mar-28-2009,12,2008-09
2858,West Virginia,Current Influenza Surveillance,1,Minimal,Mar-28-2009,12,2008-09
2859,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,Mar-28-2009,12,2008-09
2860,Texas,Influenza Surveillance,1,Minimal,Mar-28-2009,12,2008-09
2861,Vermont,Flu Activity,1,Minimal,Mar-28-2009,12,2008-09
2862,Ohio,Influenza Information,1,Minimal,Mar-28-2009,12,2008-09
2863,Oklahoma,Influenza Information,1,Minimal,Mar-28-2009,12,2008-09
2864,North Carolina,North Carolina Influenza Update,1,Minimal,Mar-28-2009,12,2008-09
2865,Rhode Island,Influenza Surveillance,1,Minimal,Mar-28-2009,12,2008-09
2866,South Carolina,Influenza Activity and Surveillance,1,Minimal,Mar-28-2009,12,2008-09
2867,Alabama,Influenza Surveillance,1,Minimal,Mar-28-2009,12,2008-09
2868,Alaska,Influenza Surveillance Report,1,Minimal,Mar-28-2009,12,2008-09
2869,Arizona,Influenza & RSV Surveillance,1,Minimal,Mar-28-2009,12,2008-09
2870,California,Influenza (Flu),1,Minimal,Mar-28-2009,12,2008-09
2871,Colorado,Influenza Surveillance,1,Minimal,Mar-28-2009,12,2008-09
2872,Connecticut,Flu Statistics,1,Minimal,Mar-28-2009,12,2008-09
2873,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Mar-28-2009,12,2008-09
2874,Florida,Weekly Influenza Surveillance Reports,1,Minimal,Mar-28-2009,12,2008-09
2875,Indiana,Influenza in Indiana,1,Minimal,Mar-28-2009,12,2008-09
2876,Iowa,Iowa Influenza Surveillance Network,1,Minimal,Mar-28-2009,12,2008-09
2877,Kansas,Influenza Information,1,Minimal,Mar-28-2009,12,2008-09
2878,Kentucky,Influenza - Flu,1,Minimal,Mar-28-2009,12,2008-09
2879,Hawaii,Hawaii's Influenza Surveillance Program,1,Minimal,Mar-28-2009,12,2008-09
2880,Idaho,Influenza,1,Minimal,Mar-28-2009,12,2008-09
2881,Maine,Weekly Surveillance Updates,1,Minimal,Mar-28-2009,12,2008-09
2882,Massachusetts,Influenza Surveillance Data,1,Minimal,Mar-28-2009,12,2008-09
2883,Michigan,Influenza Activity and Surveillance,1,Minimal,Mar-28-2009,12,2008-09
2884,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Mar-28-2009,12,2008-09
2885,Missouri,Influenza Data & Statistical Reports ,1,Minimal,Mar-28-2009,12,2008-09
2886,Nebraska,Weekly Flu Report,1,Minimal,Mar-28-2009,12,2008-09
2887,New Hampshire,Influenza Control and Surveillance,1,Minimal,Mar-28-2009,12,2008-09
2888,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,Mar-28-2009,12,2008-09
2889,New Mexico,Flu in New Mexico,1,Minimal,Mar-28-2009,12,2008-09
2890,New York,"Influenza Activity, Surveillance and Reports",2,Minimal,Mar-28-2009,12,2008-09
2891,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",2,Minimal,Mar-28-2009,12,2008-09
2892,Montana,Influenza: What You Need to Know,2,Minimal,Mar-28-2009,12,2008-09
2893,Maryland,Influenza Surveillance,2,Minimal,Mar-28-2009,12,2008-09
2894,Illinois,Seasonal Influenza Surveillance Reports,2,Minimal,Mar-28-2009,12,2008-09
2895,Georgia,Weekly Influenza Surveillance in Georgia,2,Minimal,Mar-28-2009,12,2008-09
2896,Arkansas,Communicable Disease and Immunizations,2,Minimal,Mar-28-2009,12,2008-09
2897,Utah,Seasonal Influenza Weekly Update,2,Minimal,Mar-28-2009,12,2008-09
2898,Wisconsin,Tracking Influenza in Wisconsin,3,Minimal,Mar-28-2009,12,2008-09
2899,New York City,Surveillance Data,3,Minimal,Mar-28-2009,12,2008-09
2900,South Dakota,Influenza Information,3,Minimal,Mar-28-2009,12,2008-09
2901,Oregon,Influenza Disease Surveillance Data,3,Minimal,Mar-28-2009,12,2008-09
2902,Louisiana,Influenza,4,Low,Mar-28-2009,12,2008-09
2903,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,4,Low,Mar-28-2009,12,2008-09
2904,Virginia,Virginia Weekly Influenza Activity Report,4,Low,Mar-28-2009,12,2008-09
2905,Pennsylvania,Influenza Weekly Report ,6,Moderate,Mar-28-2009,12,2008-09
2906,North Dakota,Influenza,6,Moderate,Mar-28-2009,12,2008-09
2907,Ohio,Influenza Information,1,Minimal,May-02-2009,17,2008-09
2908,Vermont,Flu Activity,1,Minimal,May-02-2009,17,2008-09
2909,West Virginia,Current Influenza Surveillance,1,Minimal,May-02-2009,17,2008-09
2910,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,May-02-2009,17,2008-09
2911,Wyoming,Influenza,1,Minimal,May-02-2009,17,2008-09
2912,Idaho,Influenza,1,Minimal,May-02-2009,17,2008-09
2913,Missouri,Influenza Data & Statistical Reports ,1,Minimal,May-02-2009,17,2008-09
2914,Montana,Influenza: What You Need to Know,1,Minimal,May-02-2009,17,2008-09
2915,Nebraska,Weekly Flu Report,1,Minimal,May-02-2009,17,2008-09
2916,New Hampshire,Influenza Control and Surveillance,1,Minimal,May-02-2009,17,2008-09
2917,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,May-02-2009,17,2008-09
2918,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,May-02-2009,17,2008-09
2919,North Carolina,North Carolina Influenza Update,1,Minimal,May-02-2009,17,2008-09
2920,Oregon,Influenza Disease Surveillance Data,1,Minimal,May-02-2009,17,2008-09
2921,Pennsylvania,Influenza Weekly Report ,1,Minimal,May-02-2009,17,2008-09
2922,Rhode Island,Influenza Surveillance,1,Minimal,May-02-2009,17,2008-09
2923,South Carolina,Influenza Activity and Surveillance,1,Minimal,May-02-2009,17,2008-09
2924,South Dakota,Influenza Information,1,Minimal,May-02-2009,17,2008-09
2925,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,May-02-2009,17,2008-09
2926,Alaska,Influenza Surveillance Report,1,Minimal,May-02-2009,17,2008-09
2927,Arkansas,Communicable Disease and Immunizations,1,Minimal,May-02-2009,17,2008-09
2928,Colorado,Influenza Surveillance,1,Minimal,May-02-2009,17,2008-09
2929,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,May-02-2009,17,2008-09
2930,Florida,Weekly Influenza Surveillance Reports,1,Minimal,May-02-2009,17,2008-09
2931,Iowa,Iowa Influenza Surveillance Network,1,Minimal,May-02-2009,17,2008-09
2932,Kansas,Influenza Information,1,Minimal,May-02-2009,17,2008-09
2933,Kentucky,Influenza - Flu,1,Minimal,May-02-2009,17,2008-09
2934,Louisiana,Influenza,1,Minimal,May-02-2009,17,2008-09
2935,Maine,Weekly Surveillance Updates,1,Minimal,May-02-2009,17,2008-09
2936,Maryland,Influenza Surveillance,1,Minimal,May-02-2009,17,2008-09
2937,Massachusetts,Influenza Surveillance Data,1,Minimal,May-02-2009,17,2008-09
2938,Michigan,Influenza Activity and Surveillance,1,Minimal,May-02-2009,17,2008-09
2939,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,May-02-2009,17,2008-09
2940,Indiana,Influenza in Indiana,2,Minimal,May-02-2009,17,2008-09
2941,Utah,Seasonal Influenza Weekly Update,2,Minimal,May-02-2009,17,2008-09
2942,Washington,Influenza Update,2,Minimal,May-02-2009,17,2008-09
2943,Oklahoma,Influenza Information,3,Minimal,May-02-2009,17,2008-09
2944,Alabama,Influenza Surveillance,3,Minimal,May-02-2009,17,2008-09
2945,Connecticut,Flu Statistics,3,Minimal,May-02-2009,17,2008-09
2946,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,5,Low,May-02-2009,17,2008-09
2947,North Dakota,Influenza,5,Low,May-02-2009,17,2008-09
2948,Illinois,Seasonal Influenza Surveillance Reports,5,Low,May-02-2009,17,2008-09
2949,Hawaii,Hawaii's Influenza Surveillance Program,5,Low,May-02-2009,17,2008-09
2950,Virginia,Virginia Weekly Influenza Activity Report,6,Moderate,May-02-2009,17,2008-09
2951,Texas,Influenza Surveillance,7,Moderate,May-02-2009,17,2008-09
2952,Arizona,Influenza & RSV Surveillance,7,Moderate,May-02-2009,17,2008-09
2953,New Mexico,Flu in New Mexico,8,High,May-02-2009,17,2008-09
2954,Georgia,Weekly Influenza Surveillance in Georgia,9,High,May-02-2009,17,2008-09
2955,California,Influenza (Flu),10,High,May-02-2009,17,2008-09
2956,New York City,Surveillance Data,10,High,May-02-2009,17,2008-09
2957,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",10,High,May-02-2009,17,2008-09
2958,Wyoming,Influenza,1,Minimal,May-09-2009,18,2008-09
2959,West Virginia,Current Influenza Surveillance,1,Minimal,May-09-2009,18,2008-09
2960,Arkansas,Communicable Disease and Immunizations,1,Minimal,May-09-2009,18,2008-09
2961,Indiana,Influenza in Indiana,1,Minimal,May-09-2009,18,2008-09
2962,Iowa,Iowa Influenza Surveillance Network,1,Minimal,May-09-2009,18,2008-09
2963,Kansas,Influenza Information,1,Minimal,May-09-2009,18,2008-09
2964,Kentucky,Influenza - Flu,1,Minimal,May-09-2009,18,2008-09
2965,Maine,Weekly Surveillance Updates,1,Minimal,May-09-2009,18,2008-09
2966,Maryland,Influenza Surveillance,1,Minimal,May-09-2009,18,2008-09
2967,Massachusetts,Influenza Surveillance Data,1,Minimal,May-09-2009,18,2008-09
2968,Michigan,Influenza Activity and Surveillance,1,Minimal,May-09-2009,18,2008-09
2969,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,May-09-2009,18,2008-09
2970,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,1,Minimal,May-09-2009,18,2008-09
2971,Missouri,Influenza Data & Statistical Reports ,1,Minimal,May-09-2009,18,2008-09
2972,Montana,Influenza: What You Need to Know,1,Minimal,May-09-2009,18,2008-09
2973,Nebraska,Weekly Flu Report,1,Minimal,May-09-2009,18,2008-09
2974,Idaho,Influenza,1,Minimal,May-09-2009,18,2008-09
2975,New Hampshire,Influenza Control and Surveillance,1,Minimal,May-09-2009,18,2008-09
2976,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,May-09-2009,18,2008-09
2977,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,May-09-2009,18,2008-09
2978,North Carolina,North Carolina Influenza Update,1,Minimal,May-09-2009,18,2008-09
2979,Ohio,Influenza Information,1,Minimal,May-09-2009,18,2008-09
2980,Oklahoma,Influenza Information,1,Minimal,May-09-2009,18,2008-09
2981,Pennsylvania,Influenza Weekly Report ,1,Minimal,May-09-2009,18,2008-09
2982,Rhode Island,Influenza Surveillance,1,Minimal,May-09-2009,18,2008-09
2983,South Carolina,Influenza Activity and Surveillance,1,Minimal,May-09-2009,18,2008-09
2984,South Dakota,Influenza Information,1,Minimal,May-09-2009,18,2008-09
2985,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,May-09-2009,18,2008-09
2986,Vermont,Flu Activity,1,Minimal,May-09-2009,18,2008-09
2987,Alabama,Influenza Surveillance,1,Minimal,May-09-2009,18,2008-09
2988,Alaska,Influenza Surveillance Report,1,Minimal,May-09-2009,18,2008-09
2989,Colorado,Influenza Surveillance,1,Minimal,May-09-2009,18,2008-09
2990,Connecticut,Flu Statistics,1,Minimal,May-09-2009,18,2008-09
2991,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,May-09-2009,18,2008-09
2992,Florida,Weekly Influenza Surveillance Reports,1,Minimal,May-09-2009,18,2008-09
2993,Utah,Seasonal Influenza Weekly Update,2,Minimal,May-09-2009,18,2008-09
2994,Oregon,Influenza Disease Surveillance Data,2,Minimal,May-09-2009,18,2008-09
2995,California,Influenza (Flu),3,Minimal,May-09-2009,18,2008-09
2996,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",3,Minimal,May-09-2009,18,2008-09
2997,Texas,Influenza Surveillance,3,Minimal,May-09-2009,18,2008-09
2998,Wisconsin,Tracking Influenza in Wisconsin,3,Minimal,May-09-2009,18,2008-09
2999,Arizona,Influenza & RSV Surveillance,3,Minimal,May-09-2009,18,2008-09
3000,Washington,Influenza Update,4,Low,May-09-2009,18,2008-09
3001,North Dakota,Influenza,4,Low,May-09-2009,18,2008-09
3002,Illinois,Seasonal Influenza Surveillance Reports,4,Low,May-09-2009,18,2008-09
3003,New Mexico,Flu in New Mexico,5,Low,May-09-2009,18,2008-09
3004,Virginia,Virginia Weekly Influenza Activity Report,6,Moderate,May-09-2009,18,2008-09
3005,Hawaii,Hawaii's Influenza Surveillance Program,6,Moderate,May-09-2009,18,2008-09
3006,New York City,Surveillance Data,7,Moderate,May-09-2009,18,2008-09
3007,Georgia,Weekly Influenza Surveillance in Georgia,8,High,May-09-2009,18,2008-09
3008,Louisiana,Influenza,10,High,May-09-2009,18,2008-09
3009,Idaho,Influenza,1,Minimal,May-16-2009,19,2008-09
3010,New Hampshire,Influenza Control and Surveillance,1,Minimal,May-16-2009,19,2008-09
3011,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,May-16-2009,19,2008-09
3012,New Mexico,Flu in New Mexico,1,Minimal,May-16-2009,19,2008-09
3013,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,May-16-2009,19,2008-09
3014,North Carolina,North Carolina Influenza Update,1,Minimal,May-16-2009,19,2008-09
3015,Washington,Influenza Update,1,Minimal,May-16-2009,19,2008-09
3016,West Virginia,Current Influenza Surveillance,1,Minimal,May-16-2009,19,2008-09
3017,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,May-16-2009,19,2008-09
3018,Wyoming,Influenza,1,Minimal,May-16-2009,19,2008-09
3019,Indiana,Influenza in Indiana,1,Minimal,May-16-2009,19,2008-09
3020,Iowa,Iowa Influenza Surveillance Network,1,Minimal,May-16-2009,19,2008-09
3021,Kansas,Influenza Information,1,Minimal,May-16-2009,19,2008-09
3022,Kentucky,Influenza - Flu,1,Minimal,May-16-2009,19,2008-09
3023,Alabama,Influenza Surveillance,1,Minimal,May-16-2009,19,2008-09
3024,Alaska,Influenza Surveillance Report,1,Minimal,May-16-2009,19,2008-09
3025,Arizona,Influenza & RSV Surveillance,1,Minimal,May-16-2009,19,2008-09
3026,Arkansas,Communicable Disease and Immunizations,1,Minimal,May-16-2009,19,2008-09
3027,California,Influenza (Flu),1,Minimal,May-16-2009,19,2008-09
3028,Colorado,Influenza Surveillance,1,Minimal,May-16-2009,19,2008-09
3029,Connecticut,Flu Statistics,1,Minimal,May-16-2009,19,2008-09
3030,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,May-16-2009,19,2008-09
3031,Florida,Weekly Influenza Surveillance Reports,1,Minimal,May-16-2009,19,2008-09
3032,Maine,Weekly Surveillance Updates,1,Minimal,May-16-2009,19,2008-09
3033,Maryland,Influenza Surveillance,1,Minimal,May-16-2009,19,2008-09
3034,Massachusetts,Influenza Surveillance Data,1,Minimal,May-16-2009,19,2008-09
3035,Michigan,Influenza Activity and Surveillance,1,Minimal,May-16-2009,19,2008-09
3036,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,May-16-2009,19,2008-09
3037,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,1,Minimal,May-16-2009,19,2008-09
3038,Missouri,Influenza Data & Statistical Reports ,1,Minimal,May-16-2009,19,2008-09
3039,Montana,Influenza: What You Need to Know,1,Minimal,May-16-2009,19,2008-09
3040,Nebraska,Weekly Flu Report,1,Minimal,May-16-2009,19,2008-09
3041,Ohio,Influenza Information,1,Minimal,May-16-2009,19,2008-09
3042,Oklahoma,Influenza Information,1,Minimal,May-16-2009,19,2008-09
3043,Oregon,Influenza Disease Surveillance Data,1,Minimal,May-16-2009,19,2008-09
3044,Pennsylvania,Influenza Weekly Report ,1,Minimal,May-16-2009,19,2008-09
3045,Rhode Island,Influenza Surveillance,1,Minimal,May-16-2009,19,2008-09
3046,South Carolina,Influenza Activity and Surveillance,1,Minimal,May-16-2009,19,2008-09
3047,South Dakota,Influenza Information,1,Minimal,May-16-2009,19,2008-09
3048,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,May-16-2009,19,2008-09
3049,Texas,Influenza Surveillance,1,Minimal,May-16-2009,19,2008-09
3050,Utah,Seasonal Influenza Weekly Update,1,Minimal,May-16-2009,19,2008-09
3051,Vermont,Flu Activity,1,Minimal,May-16-2009,19,2008-09
3052,Illinois,Seasonal Influenza Surveillance Reports,2,Minimal,May-16-2009,19,2008-09
3053,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",3,Minimal,May-16-2009,19,2008-09
3054,Georgia,Weekly Influenza Surveillance in Georgia,3,Minimal,May-16-2009,19,2008-09
3055,Virginia,Virginia Weekly Influenza Activity Report,4,Low,May-16-2009,19,2008-09
3056,North Dakota,Influenza,5,Low,May-16-2009,19,2008-09
3057,Hawaii,Hawaii's Influenza Surveillance Program,7,Moderate,May-16-2009,19,2008-09
3058,Louisiana,Influenza,10,High,May-16-2009,19,2008-09
3059,New York City,Surveillance Data,10,High,May-16-2009,19,2008-09
3060,Vermont,Flu Activity,1,Minimal,May-23-2009,20,2008-09
3061,New Hampshire,Influenza Control and Surveillance,1,Minimal,May-23-2009,20,2008-09
3062,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,May-23-2009,20,2008-09
3063,New Mexico,Flu in New Mexico,1,Minimal,May-23-2009,20,2008-09
3064,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,May-23-2009,20,2008-09
3065,North Carolina,North Carolina Influenza Update,1,Minimal,May-23-2009,20,2008-09
3066,Idaho,Influenza,1,Minimal,May-23-2009,20,2008-09
3067,Ohio,Influenza Information,1,Minimal,May-23-2009,20,2008-09
3068,Oklahoma,Influenza Information,1,Minimal,May-23-2009,20,2008-09
